,text,metadata
751,"How do I apply to the MBA/MS joint degree program?Applicants interested in the Joint MBA/MS degree will apply throughBooth’s centralized, joint-application process. Applicants should complete the Chicago Booth Full-Time MBAapplicationand select the MBA/MS in Applied Data Science as their program of interest. An MBA/MS program supplement will be available for completion within your Booth application. The supplement contains Applied Data Science specific questions that will be reviewed by the Applied Data Science admissions team along with your full Booth application. For complete consideration, applicants should complete the MBA application and the joint degree program supplement in the same application round prior to submitting the application.What courses will I take in the MBA/MS program?As a student in thejoint-degree MBA and Applied Data Science program, you’ll take the equivalent of 23 100-unit courses:14 MBA classes9 data science coursesLeadership Effectiveness and Development (LEAD)Qualified Work Experience, a noncredit professional internship experienceYour Booth courses will be in person, while your MS courses will be online. Most students will earn both degrees in seven quarters—the same time it takes to earn the MBA.Will MBA/MS courses be in-person or online?Your Booth courses will be in person, while your MS courses will be online. Most students will earn both degrees in seven quarters—the same time it takes to earn the MBA. A combination of online and in-person courses gives you flexibility in course scheduling, and you’ll earn two degrees in the time it would take to complete the MBA alone.Are standardized tests required for admission?As part of the online application, candidates will be required to submit a GMAT or GRE score for the joint program. International applicants may be required to submit proof of English language proficiency by submitting a TOEFL iBT or IELTS test score. The minimum TOEFL iBT score required for admission is 104; the minimum IELTS score required is 7. Proof of English proficiency may be waived under certain criteria noted by UChicago GRAD Admissions.What are the main differences in programs and outcomes between the MBA/MS in Applied Data Science compared to Computer Science?The fields of Statistics, Mathematics, and Computer Science intersect with industry domains in different ways. TheMPCSprogram focuses on the center of Computer Science, including Software Engineering, High Performance Computing, Data Analytics, and Application Development. The MS-ADS Program focuses at the intersection of multiple fields, such as Computer Science, Mathematics, and Statistics (including Statistical Inference, Linear/Non-Linear Models, Machine Learning, Natural Language Processing, and Deep Learning). The outcomes for MPCS students include Software Engineer (Developer), Senior Software Engineering Management, Software/Hardware Architect, and Senior Cyber Security Engineer. The outcomes for students in MS-ADS include roles as Data Scientist (most common), Senior Data Science Consultant, Business Intelligence (BI) Director, Data Visualization Manager, Data Analytics Engineer, and AI Solution Architect.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'MBA/MS', 'super_section': 'Unknown Super Section'}"
752,Learn more about what makes our program unique.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
753,"David Uminsky, PhD – UChicago Data Science Institute, Executive Director","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
754,"Typically, admissions decisions are released 1-2 months after each application deadline. Please note: Applications must be complete in order to be reviewed and for an admissions decision to be made. Please review theHow to Applypage.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""When will I receive my Master's in Applied Data Science admission decision?"", 'super_section': None}"
755,"No, applications for the in-person program are typically released 1-2 months after the previous deadline. Remember your application must be complete in order to go into review.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""If I finish my Master's in Applied Data Science application before the deadline, will I receive my decision early?"", 'super_section': None}"
756,Please review theHow to Applypage.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""How do I submit the materials that will accompany my Master's in Applied Data Science application?"", 'super_section': None}"
757,TheIn-Personprogram admits full- and part-time students for entrance in the autumn quarter annually. TheOnlineprogram admits students for entrance in autumn quarter.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""How do I submit the materials that will accompany my Master's in Applied Data Science application?"", 'super_section': None}"
758,"Unfortunately, no. Recommenders must upload their letter of support by using the URL that is sent to them electronically by our online application system.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Does the admissions office allow recommenders to email their letter directly as an attachment to be included in an applicant’s file?', 'super_section': None}"
759,"No. Forms for letters of recommendation, along with instructions for completing and submitting the letters, are sent electronically to recommenders once names are added to the online application.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Do I need to provide my recommenders with instructions?', 'super_section': None}"
760,"Yes. If a recommender does not receive a URL to complete a recommendation, the applicant may resend a duplicate link from their online application, or request the recommender check their spam folder.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'My recommender did not receive notification, can I resend it?', 'super_section': None}"
761,"No, you may only apply once per start term. You cannot apply for the same start term, if you were not offered admission previously. If you were not offered admission to the full-time program for autumn, you may apply again to theIn-PersonorOnlinefull-timeprogram the following autumn. If you were not offered admission to theIn-Personpart-time program, you may apply again the following autumn. If you were not offered admission to the Online part-time program, you may apply for the next autumn intake.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Can I apply more than once for a start term in the Master's in Applied Data Science program if I was already denied during an earlier review period?"", 'super_section': None}"
762,TheIn-PersonandOnlineprogram admits full- and part-time students for entrance in autumn quarter annually.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Can I apply more than once for a start term in the Master's in Applied Data Science program if I was already denied during an earlier review period?"", 'super_section': None}"
763,Please review thelist of application materialsto ensure your application file is complete.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What materials do I need to submit to accompany my application for admission to the Masters in Applied Data Science program?', 'super_section': None}"
764,TheIn-PersonandOnlineprogram admits full- and part-time students for entrance in autumn quarter annually.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What materials do I need to submit to accompany my application for admission to the Masters in Applied Data Science program?', 'super_section': None}"
765,"One unofficial transcript from each university you attended must be uploaded within the application. An unofficial transcript for undergraduate coursework is still required for the application even if you hold an advanced degree(s). Please do not mail transcripts as part of your admission application; we only require unofficial uploads for application evaluation. If you are offered admission, one official transcript for each university you attended will be required at least one month prior to matriculation.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Once I upload my unofficial transcripts to my application, do I still need to provide an official transcript?', 'super_section': None}"
766,"No, the GRE/GMAT is not required for admissions.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Is the GRE or GMAT required for the Master's in Applied Data Science program?"", 'super_section': None}"
767,"While the GRE/GMAT is not required, applicants can still submit their scores. The GRE school code is 1832; the GMAT school code is H9X-WG-70.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""I took the GRE and/or GMAT and want to include my score(s) with my Master's in Applied Data Science application."", 'super_section': None}"
768,Please refer to the University of Chicago’sEnglish Language Proficiencyrequirements.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Who is exempt from providing proof of English proficiency?', 'super_section': None}"
769,Applicants of the Master’s in Applied Data Science program will be notified electronically via email.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""How will I be notified that I am admitted to the Master's in Applied Data Science program?"", 'super_section': None}"
770,Have official e-transcripts sent to applieddatascience-admissions@uchicago.edu.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""If I am admitted to the Master's in Applied Data Science program, what do I do next?"", 'super_section': None}"
771,"If your institution cannot send your documents electronically, please have them send your transcripts to the following mailing address:","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""If I am admitted to the Master's in Applied Data Science program, what do I do next?"", 'super_section': None}"
772,"The University of ChicagoAttention: MS in Applied Data Science Admissions455 N Cityfront Plaza Dr., Suite 950Chicago, Illinois 60611","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""If I am admitted to the Master's in Applied Data Science program, what do I do next?"", 'super_section': None}"
773,Applicants to the graduate schools and divisions of the University of Chicago who do not meet the criteria above must submit proof ofEnglish Language Proficiency. This policy applies to all graduate programs; the score level required for admission varies by program. Only the TOEFL iBT or IELTS Academic tests are accepted as proof of proficiency.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Who must provide proof of their English proficiency?', 'super_section': None}"
774,"In order to meet the proof of proficiency requirement, students may submit either the Test of English as a Foreign Language (TOEFL) internet-based test (iBT), including the standard at-home version or International English Language Testing System (IELTS) Academic  (Note: applicants are required to take the Academic Reading/Writing test within IELTS, not the General Training Reading/Writing test.) Any other proficiency tests, exams, equivalent coursework, certificate/certifications, endorsement from faculty, and/or other measurement other than the TOEFL or IELTS are not accepted. This includes the IELTS “Indicator” test and the TOEFL ITP Plus. TOEFL or IELTS score reports are valid for two years and scores will be considered expired if the test was taken more than two years prior to the application deadline. Photocopies or PDFs of TOEFL or IELTS Score Reports will not be considered valid or accepted in lieu of an official score report.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What test scores does UChicago accept as proof of English proficiency?', 'super_section': None}"
775,"The minimum required score for the TOEFL is 102 overall. Minimum required scores in the IELTS are an overall score of seven. (Note: students are required to take the Academic Reading/Writing test within IELTS, not the General Training Reading/Writing test). TOEFL or IELTS score reports are valid for two years and scores will be considered expired if the test was taken more than two years prior to submission of the application. Photocopies of TOEFL or IELTS Score Reports will not be considered valid.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What are the minimum scores required?', 'super_section': None}"
776,Send TOEFL scores to the University of Chicago: 1832,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Where do I send my test scores?', 'super_section': None}"
777,IELTS,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Where do I send my test scores?', 'super_section': None}"
778,University of Chicago downloads IELTS scores that have been transmitted to our e-download account. Please contact your test center and request that your scores be sent to the following IELTS e-download account:,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Where do I send my test scores?', 'super_section': None}"
779,"University of Chicago – Graduate Enrollment970 East 58th Street, Third FloorChicago, IL 60637","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Where do I send my test scores?', 'super_section': None}"
780,The University does not accept paper IELTS test report forms.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Where do I send my test scores?', 'super_section': None}"
781,"No, your application will be incomplete without the minimum TOEFL or IELTS requirement.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""I don't have the required TOEFL/IELTS score. Can I retake the TOEFL/IELTS once I arrive in the U.S.?"", 'super_section': None}"
782,TOEFL score reports will be considered expired if the test was taken more than two years prior to the application deadline.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'I took the TOEFL over two years ago. Can I still use those TOEFL results?', 'super_section': None}"
783,"Only the full-time,In-Personprogram is eligible for visa sponsorship. Applicants who need visa sponsorship are highly encouraged to apply to the earlier rounds.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Which Master's in Applied Data Science provides students with visas?"", 'super_section': None}"
784,"As part of the I-20 or DS-2019 request process, theOffice of International Affairswill conduct a thorough review of financial documentation (e.g. bank statements, letter(s) of support, etc.) to verify that international students have access to the total cost of attendance which includes tuition, student fees, health insurance, books and supplies, and living expenses.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""What is the total cost of tuition for the Master's in Applied Data Science program?"", 'super_section': None}"
785,Yes. Please visit the University of ChicagoOffice of International Affairs websitefor more information.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Is the Master's in Applied Data Science an approved OPT/STEM program?"", 'super_section': None}"
786,Yes. Eligible students must be enrolled full-time for one academic year (or three consecutive quarters) to qualify. Students must also be able to present an employment offer letter to complete the application process. Please visit the University of ChicagoOffice of International Affairs websitefor more information.,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Does the Master's in Applied Data Science program offer Curricular Practical Training (CPT)?"", 'super_section': None}"
787,"No, you must take the TOEFL or IELTS if you do not meet the waiver criteria. Please refer to the University of Chicago’s English Language Proficiency requirements and theEnglish Language Proficiencysection of the FAQs for more details.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'I have worked in the U.S. for more than two years. Does that mean that I am exempt from the TOEFL/IELTS requirement?', 'super_section': None}"
788,"Currently, students may only take Master’s in Applied Data Science courses in the modality in which they are officially enrolled.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""If I am a student in the In-Person Master's in Applied Data Science Program, may I take courses in the Online Program? Conversely, if I am a student in the Online Program, may I take courses in the In-Person program?"", 'super_section': None}"
789,"No, students do not have to be US citizen or resident to partake in theOnline Program. Please note that theOnline Programisnoteligible for visa sponsorship.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Do I need to be a US citizen or permanent resident to apply to Master's in Applied Data Science Online Program?"", 'super_section': None}"
790,"Classes generally take place on evenings and weekends in order to allow our students and instructors to maintain their professional schedules. The Master’s in Applied Data ScienceOnline Programis both synchronous and asynchronous. The same as ourIn-Personprogram, students are required to participate in weekly, live meetings with their instructors and peers, complete readings and coursework, and engage in discussion.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""How will enrolling in Master's in Applied Data Science Online Program impact my schedule? Are classes held synchronously, asynchronously, or both?"", 'super_section': None}"
791,"Yes. All Master’s in Applied Data Science Online Program students are invited to an annual ‘Immersion Weekend’ where attendees have opportunities to network and participate in other activities. On a rolling basis, our Career Services team will advertise additional opportunities to connect with employers and peers (e.g., virtual career fairs, virtual career advising/coaching appointments, and more).","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Will enrolling in Master's in Applied Data Science Online Program give me the opportunity to network with on-campus students, faculty/instructors, and advisors?"", 'super_section': None}"
792,"The value employers place on the Master’s in Applied Data Science degree is significant. As they hire Data Scientist, Data Engineers, and Data Analysts from the University of Chicago the expectations for technical competence, communication and influence skills, and exposure to advanced Data Science evolving technologies is high. The skills learned in the program translate directly into practice due to the program’s balance between theory and rigorous application experience developed in coursework and the Capstone project work delivered across the curriculum.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""What value do employers place on the Master's in Applied Data Science Online degree?"", 'super_section': None}"
793,"Yes. TheOnline Programcurriculum is overseen by the same faculty curriculum committee as the In-Person program. Both programs are jointly reviewed and are held to the same high standards. Additionally, both programs are granted by the University of ChicagoPhysical Sciences Division.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Is the Master's in Applied Data Science Online program equally academically rigorous as the In-Person program?"", 'super_section': None}"
794,"No, your diploma willnotinclude ‘Online’ in the name of your degree.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': ""Will my diploma indicate I completed the Master's in Applied Data Science Program Online?"", 'super_section': None}"
795,"Applicants interested in the Joint MBA/MS degree will apply throughBooth’s centralized, joint-application process. Applicants should complete the Chicago Booth Full-Time MBAapplicationand select the MBA/MS in Applied Data Science as their program of interest. An MBA/MS program supplement will be available for completion within your Booth application. The supplement contains Applied Data Science specific questions that will be reviewed by the Applied Data Science admissions team along with your full Booth application. For complete consideration, applicants should complete the MBA application and the joint degree program supplement in the same application round prior to submitting the application.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'How do I apply to the MBA/MS joint degree program?', 'super_section': None}"
796,"As a student in thejoint-degree MBA and Applied Data Science program, you’ll take the equivalent of 23 100-unit courses:","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What courses will I take in the MBA/MS program?', 'super_section': None}"
797,14 MBA classes,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What courses will I take in the MBA/MS program?', 'super_section': None}"
798,9 data science courses,"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What courses will I take in the MBA/MS program?', 'super_section': None}"
799,Leadership Effectiveness and Development (LEAD),"{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What courses will I take in the MBA/MS program?', 'super_section': None}"
800,"Qualified Work Experience, a noncredit professional internship experience","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What courses will I take in the MBA/MS program?', 'super_section': None}"
801,"Your Booth courses will be in person, while your MS courses will be online. Most students will earn both degrees in seven quarters—the same time it takes to earn the MBA.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What courses will I take in the MBA/MS program?', 'super_section': None}"
802,"Your Booth courses will be in person, while your MS courses will be online. Most students will earn both degrees in seven quarters—the same time it takes to earn the MBA. A combination of online and in-person courses gives you flexibility in course scheduling, and you’ll earn two degrees in the time it would take to complete the MBA alone.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Will MBA/MS courses be in-person or online?', 'super_section': None}"
803,"As part of the online application, candidates will be required to submit a GMAT or GRE score for the joint program. International applicants may be required to submit proof of English language proficiency by submitting a TOEFL iBT or IELTS test score. The minimum TOEFL iBT score required for admission is 104; the minimum IELTS score required is 7. Proof of English proficiency may be waived under certain criteria noted by UChicago GRAD Admissions.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'Are standardized tests required for admission?', 'super_section': None}"
804,"The fields of Statistics, Mathematics, and Computer Science intersect with industry domains in different ways. TheMPCSprogram focuses on the center of Computer Science, including Software Engineering, High Performance Computing, Data Analytics, and Application Development. The MS-ADS Program focuses at the intersection of multiple fields, such as Computer Science, Mathematics, and Statistics (including Statistical Inference, Linear/Non-Linear Models, Machine Learning, Natural Language Processing, and Deep Learning). The outcomes for MPCS students include Software Engineer (Developer), Senior Software Engineering Management, Software/Hardware Architect, and Senior Cyber Security Engineer. The outcomes for students in MS-ADS include roles as Data Scientist (most common), Senior Data Science Consultant, Business Intelligence (BI) Director, Data Visualization Manager, Data Analytics Engineer, and AI Solution Architect.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/faqs/', 'retrieved_at': '2025-07-22T20:17:33.317204', 'title': 'FAQs – DSI', 'section': 'What are the main differences in programs and outcomes between the MBA/MS in Applied Data Science compared to Computer Science?', 'super_section': None}"
805,"Welcome to the University of Chicago’s MS in Applied Data Science program page! Take a look at our interactive map and virtual tour and discover what awaits you in the MS in Applied Data Science program at the University of Chicago. Additionally, here’s alinkto explore common neighborhoods UChicago graduate students live in. If you would like more information,UChicagoGRADis here to guide you.","{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
806,Here’s what you can expect:,"{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
807,Campus Location: Our campus is strategically situated at the NBC Tower and Gleacher Center in downtown Chicago’s Streeterville neighborhood. These buildings will serve as the backdrop for your data science journey.,"{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
808,"Data Science Institute: Located within Hyde Park campus, the DSI executes the University of Chicago’s bold, innovative vision of data science as an evolving discipline. Alongside other education programs and initiatives, the MS-ADS program enacts the DSI’s commitment to data science education as a conduit for real-world impact.","{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
809,"Chicago Landmarks: Beyond the classroom, discover Chicago’s renowned landmarks. Visit the Art Institute of Chicago, marvel at the Cloud Gate (The Bean) in Millennium Park, or catch a show at the historic Chicago Theatre. The city’s vibrant arts, music, and theater scene awaits you.","{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
810,UChicago Shuttle: Seamlessly navigate to and from the downtown and Hyde Park campuses using the convenient (and free) UGO shuttle service.,"{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
811,"Check out the MS in Applied Data Science campus with our virtual tour. The tour below highlights two of our classrooms, merging cutting-edge innovation with top-tier education. Additionally, the tour includes a view of the student lounge, a space designed for relaxation and collaborative study.","{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
812,Take the virtual tour today to get a sense of what it’s like to be a student in the MS in Applied Data Science program.,"{'source_url': 'https://datascience.uchicago.edu/explore-the-ms-ads-campus/', 'retrieved_at': '2025-07-22T20:17:33.705651', 'title': 'Explore the MS-ADS Campus – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
813,"It is an exciting time to pursue a career in data science! According to theU.S. Bureau of Labor Statistics, employment for data scientists is projected to grow by 36% from 2023 to 2033—far exceeding the average growth rate for all occupations. This surge is driven by the increasing reliance on data science across industries such as technology, finance, healthcare, and business.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/ms-in-applied-data-science/career-outcomes/', 'retrieved_at': '2025-07-22T20:17:33.896573', 'title': 'Career Outcomes – DSI', 'section': 'MS in Applied Data Sciencefacet-arrow-down', 'super_section': None}"
